# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	93754	94284	+	HFCAGB_00085	kefF	glutathione-regulated potassium-efflux system oxidoreductase KefF	EC:1.6.5.2, GO:0003955, GO:0005886, GO:0006813, GO:0008753, GO:0009055, GO:0010181, GO:0050136, GO:1901381, KEGG:K11746, RefSeq:WP_000600698.1, SO:0001217, UniParc:UPI00016A1028, UniRef:UniRef100_B5FI28, UniRef:UniRef50_Q8ZRW3, UniRef:UniRef90_Q8ZRW3
contig_1	cds	94277	96139	+	HFCAGB_00086	kefC	glutathione-regulated potassium-efflux system protein KefC	COG:COG1226, COG:P, GO:0005886, GO:0006813, GO:0015297, GO:0015503, GO:0015643, GO:0019899, GO:0051595, GO:1902600, KEGG:K11745, RefSeq:WP_000377163.1, SO:0001217, UniParc:UPI000048E9C6, UniRef:UniRef100_B5FI29, UniRef:UniRef50_Q8Z9K0, UniRef:UniRef90_Q8Z9K0
contig_1	cds	96338	96817	+	HFCAGB_00087	folA	type 3 dihydrofolate reductase	COG:COG0262, COG:H, EC:1.5.1.3, GO:0004146, GO:0046654, KEGG:K00287, RefSeq:WP_000624379.1, SO:0001217, UniParc:UPI00000CCE30, UniRef:UniRef100_Q8ZRW1, UniRef:UniRef50_P31074, UniRef:UniRef90_Q8ZRW1
contig_1	cds	96923	97771	-	HFCAGB_00088	apaH	bis(5'-nucleosyl)-tetraphosphatase (symmetrical) ApaH	COG:COG0639, COG:T, EC:3.6.1.41, GO:0008803, RefSeq:WP_000257211.1, SO:0001217, UniParc:UPI00000599BB, UniRef:UniRef100_P0A1B1, UniRef:UniRef50_P05637, UniRef:UniRef90_P05637
contig_1	cds	97782	98159	-	HFCAGB_00089	apaG	Co2+/Mg2+ efflux protein ApaG	COG:COG2967, COG:P, GO:0070987, RefSeq:WP_000610894.1, SO:0001217, UniParc:UPI0000125BF3, UniRef:UniRef100_Q56017, UniRef:UniRef50_Q56017, UniRef:UniRef90_Q56017
contig_1	cds	98162	98983	-	HFCAGB_00090	rsmA	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA	COG:COG0030, COG:J, EC:2.1.1.182, GO:0000179, GO:0003723, GO:0005829, GO:0006364, GO:0052908, RefSeq:WP_001065397.1, SO:0001217, UniParc:UPI00000599BD, UniRef:UniRef100_B5F771, UniRef:UniRef50_P06992, UniRef:UniRef90_P06992
contig_1	cds	98980	99969	-	HFCAGB_00091	pdxA	4-hydroxythreonine-4-phosphate dehydrogenase PdxA	COG:COG1995, COG:H, EC:1.1.1.262, GO:0000287, GO:0005737, GO:0008270, GO:0008615, GO:0042823, GO:0050570, GO:0050897, GO:0051287, KEGG:K00097, RefSeq:WP_000093001.1, SO:0001217, UniParc:UPI00000599BE, UniRef:UniRef100_P58715, UniRef:UniRef50_P19624, UniRef:UniRef90_P19624
contig_1	cds	99969	101255	-	HFCAGB_00092	surA	peptidylprolyl isomerase SurA	GO:0003755, GO:0006457, GO:0030288, GO:0042277, GO:0043165, GO:0050821, GO:0051082, GO:0060274, GO:0140839, GO:0140840, RefSeq:WP_000800482.1, SO:0001217, UniParc:UPI00000599BF, UniRef:UniRef100_Q7CR87, UniRef:UniRef50_P0ABZ6, UniRef:UniRef90_Q7CR87
contig_1	cds	101309	103669	-	HFCAGB_00093	lptD	LPS assembly protein LptD	COG:COG1452, COG:M, GO:0009279, GO:0015920, GO:0019867, GO:0043165, GO:1990351, RefSeq:WP_000746117.1, SO:0001217, UniParc:UPI00016A1279, UniRef:UniRef100_A0A3Y2QML8, UniRef:UniRef50_P31554, UniRef:UniRef90_P31554
contig_1	cds	103923	104735	+	HFCAGB_00094	djlA	co-chaperone DjlA	COG:COG1076, COG:O, GO:0005886, GO:0051087, RefSeq:WP_001200595.1, SO:0001217, UniParc:UPI00000599C1, UniRef:UniRef100_Q7CR86, UniRef:UniRef50_P31680, UniRef:UniRef90_Q7CR86
contig_1	cds	104830	105489	-	HFCAGB_00095	rluA	bifunctional tRNA pseudouridine(32) synthase/23S rRNA pseudouridine(746) synthase RluA	COG:COG0564, COG:J, EC:5.4.99.28, EC:5.4.99.29, GO:0000455, GO:0001522, GO:0003723, GO:0008033, GO:0009451, GO:0009982, GO:0160142, GO:0160151, KEGG:K06177, RefSeq:WP_000525197.1, SO:0001217, UniParc:UPI00016A127A, UniRef:UniRef100_A0A3R0W1P0, UniRef:UniRef50_P0AA37, UniRef:UniRef90_P0AA37
contig_1	cds	105501	108407	-	HFCAGB_00096	rapA	RNA polymerase-associated protein RapA	COG:COG0553, COG:KL, EC:3.6.4.-, GO:0003677, GO:0003682, GO:0004386, GO:0005524, GO:0006355, GO:0016817, GO:0031507, GO:0045944, GO:0140658, GO:0140750, RefSeq:WP_001116966.1, SO:0001217, UniParc:UPI0001604010, UniRef:UniRef100_B5F778, UniRef:UniRef50_P60240, UniRef:UniRef90_P60240
contig_1	cds	108581	110932	-	HFCAGB_00097	polB	DNA polymerase II	EC:2.7.7.7, GO:0003677, GO:0003887, KEGG:K02336, RefSeq:WP_000035716.1, SO:0001217, UniParc:UPI00016A127B, UniRef:UniRef100_A0A3Z0XXZ6, UniRef:UniRef50_P21189, UniRef:UniRef90_Q8ZRV7
contig_1	cds	110976	111596	-	HFCAGB_00098		DUF218 domain-containing protein	RefSeq:WP_000877512.1, SO:0001217, UniParc:UPI00000CCE34, UniRef:UniRef100_Q8ZRV6, UniRef:UniRef50_V7IWS3, UniRef:UniRef90_V7IWS3
contig_1	cds	112114	112359	+	HFCAGB_00099		DUF4751 domain-containing protein	SO:0001217, UniParc:UPI00016A127C, UniRef:UniRef100_M7RC02, UniRef:UniRef50_A0A447JNH5, UniRef:UniRef90_M7RC02
contig_1	cds	112360	112539	-	HFCAGB_00100		hypothetical protein	SO:0001217, UniParc:UPI00016A127D, UniRef:UniRef100_M7S7D2, UniRef:UniRef50_M7S7D2, UniRef:UniRef90_M7S7D2
contig_1	cds	112539	113234	-	HFCAGB_00101	araD	L-ribulose-5-phosphate 4-epimerase	COG:COG0235, COG:EG, EC:5.1.3.4, GO:0005829, GO:0008270, GO:0008742, GO:0016832, GO:0019323, GO:0019568, GO:0019569, RefSeq:WP_000888705.1, SO:0001217, UniParc:UPI00016A127E, UniRef:UniRef100_A0A3R0BVP3, UniRef:UniRef50_P08203, UniRef:UniRef90_P08203
contig_1	cds	113375	114877	-	HFCAGB_00102	araA	L-arabinose isomerase	COG:COG2160, COG:G, EC:5.3.1.4, GO:0005829, GO:0005996, GO:0008733, GO:0019569, KEGG:K01804, RefSeq:WP_000151704.1, SO:0001217, UniParc:UPI00016A127F, UniRef:UniRef100_B5FI45, UniRef:UniRef50_P08202, UniRef:UniRef90_P08202
contig_1	cds	114888	116597	-	HFCAGB_00103	araB	ribulokinase	EC:2.7.1.16, GO:0005524, GO:0005737, GO:0008741, GO:0019150, GO:0019568, GO:0019569, RefSeq:WP_000951811.1, SO:0001217, UniParc:UPI00016A14C2, UniRef:UniRef100_B5FI46, UniRef:UniRef50_P08204, UniRef:UniRef90_P08204
contig_1	cds	116937	117782	+	HFCAGB_00104	araC	arabinose operon transcriptional regulator AraC	GO:0003700, GO:0005737, GO:0006355, GO:0019568, GO:0043565, KEGG:K02099, RefSeq:WP_000852387.1, SO:0001217, UniParc:UPI000011F17C, UniRef:UniRef100_P03022, UniRef:UniRef50_P0A9E0, UniRef:UniRef90_P0A9E0
contig_1	cds	117901	118668	+	HFCAGB_00105		VTT domain-containing protein	KEGG:K03975, RefSeq:WP_001148372.1, SO:0001217, UniParc:UPI00016A14C3, UniRef:UniRef100_A0A3Z3GC50, UniRef:UniRef50_P30149, UniRef:UniRef90_A0A5R1YXB8
contig_1	cds	118707	119414	-	HFCAGB_00106	thiQ	thiamine ABC transporter ATP-binding protein ThiQ	EC:7.6.2.-, EC:7.6.2.15, GO:0005524, GO:0005886, GO:0016887, GO:0048502, RefSeq:WP_000915964.1, SO:0001217, UniParc:UPI00016A14C4, UniRef:UniRef100_A0A711GKZ9, UniRef:UniRef50_Q8ZRV2, UniRef:UniRef90_Q8ZRV2
contig_1	cds	119398	121008	-	HFCAGB_00107	thiP	thiamine/thiamine pyrophosphate ABC transporter permease ThiP	COG:COG1178, COG:P, EC:7.6.2.-, GO:0005886, GO:0015888, GO:0022857, KEGG:K02063, RefSeq:WP_000235640.1, SO:0001217, UniParc:UPI00016A14C5, UniRef:UniRef100_A0A3R0W1M9, UniRef:UniRef50_P31549, UniRef:UniRef90_P31549
contig_1	cds	120984	121967	-	HFCAGB_00108	thiB	thiamine ABC transporter substrate binding subunit	GO:0015888, GO:0030288, GO:0030975, GO:0030976, GO:0048502, GO:0055052, GO:0055085, KEGG:K02064, RefSeq:WP_000915326.1, SO:0001217, UniParc:UPI00000599CF, UniRef:UniRef100_Q7CR85, UniRef:UniRef50_Q7CR85, UniRef:UniRef90_Q7CR85
contig_1	ncRNA-region	121999	122098	-			TPP riboswitch aptamer (THI element)	RFAM:RF00059, SO:0000035
contig_1	cds	122145	123803	-	HFCAGB_00109	sgrR	HTH-type transcriptional regulator SgrR	GO:0003677, GO:0015833, GO:0045892, GO:0045893, GO:1904680, RefSeq:WP_001139043.1, SO:0001217, UniParc:UPI00016A14C6, UniRef:UniRef100_A0A3R0SPB7, UniRef:UniRef50_P33595, UniRef:UniRef90_Q8ZRV0
contig_1	ncRNA	123871	124109	+	HFCAGB_00110	sgrS	SgrS RNA	RFAM:RF00534, SO:0000655
contig_1	cds	123896	124018	+	HFCAGB_00111	sgrT	Glucose uptake inhibitor SgrT	RefSeq:WP_001248755.1, SO:0001217, UniParc:UPI000160401C, UniRef:UniRef100_E8XH19, UniRef:UniRef50_A0A0J1LLN9, UniRef:UniRef90_A9MQE3
contig_1	cds	124338	124619	+	HFCAGB_00112		DUF5339 domain-containing protein	RefSeq:WP_000755258.1, SO:0001217, UniParc:UPI00016A14C8, UniRef:UniRef100_A0A603NYU5, UniRef:UniRef50_A0A3S5DC28, UniRef:UniRef90_A0A603NYU5
contig_1	cds	124673	125278	-	HFCAGB_00113	leuD	3-isopropylmalate dehydratase small subunit	COG:COG0066, COG:E, EC:4.2.1.33, GO:0003861, GO:0009098, GO:0009316, RefSeq:WP_000818268.1, SO:0001217, UniParc:UPI00016A14C9, UniRef:UniRef100_A0A617VPM6, UniRef:UniRef50_P30126, UniRef:UniRef90_P30126
contig_1	cds	125289	126689	-	HFCAGB_00114	leuC	3-isopropylmalate dehydratase large subunit	COG:COG0065, COG:E, EC:4.2.1.33, GO:0003861, GO:0009098, GO:0046872, GO:0051539, KEGG:K01703, RefSeq:WP_001140632.1, SO:0001217, UniParc:UPI00000599D2, UniRef:UniRef100_Q57TE8, UniRef:UniRef50_P0A6A6, UniRef:UniRef90_P0A6A6
contig_1	cds	126692	127783	-	HFCAGB_00115	leuB	3-isopropylmalate dehydrogenase	COG:CE, COG:COG0473, EC:1.1.1.85, GO:0000287, GO:0003862, GO:0005829, GO:0009098, GO:0051287, KEGG:K00052, RefSeq:WP_000042325.1, SO:0001217, UniParc:UPI0000110D3C, UniRef:UniRef100_P37412, UniRef:UniRef50_P37412, UniRef:UniRef90_P37412
contig_1	cds	127783	129354	-	HFCAGB_00116	leuA	2-isopropylmalate synthase	COG:COG0119, COG:E, EC:2.3.3.13, GO:0003852, GO:0003985, GO:0005829, GO:0009098, GO:0019752, GO:0030145, KEGG:K01649, RefSeq:WP_000082819.1, SO:0001217, UniParc:UPI000016224A, UniRef:UniRef100_P15875, UniRef:UniRef50_P15875, UniRef:UniRef90_P15875
contig_1	ncRNA-region	129395	129542	-			Leucine operon leader	RFAM:RF00512, SO:0000140
contig_1	sorf	129442	129528	-	HFCAGB_00117	leuL	leu operon leader peptide	GO:0009098, RefSeq:WP_001575587.1, SO:0001217, UniParc:UPI000012E862, UniRef:UniRef100_P03062, UniRef:UniRef50_P03062, UniRef:UniRef90_P03062
contig_1	cds	130185	131129	+	HFCAGB_00118	leuO	transcriptional regulator LeuO	GO:0000976, GO:0001216, GO:0003700, GO:0006355, GO:0032993, GO:0045893, KEGG:K05798, RefSeq:WP_001115426.1, SO:0001217, UniParc:UPI00016A14CB, UniRef:UniRef100_M7RGU7, UniRef:UniRef50_P46924, UniRef:UniRef90_P46924
contig_1	cds	131451	133175	+	HFCAGB_00119	ilvI	acetolactate synthase 3 large subunit	COG:COG0028, COG:EH, EC:2.2.1.6, GO:0000287, GO:0003984, GO:0005948, GO:0009082, GO:0009097, GO:0009099, GO:0030976, GO:0050660, KEGG:K01652, RefSeq:WP_000425607.1, SO:0001217, UniParc:UPI00016A14CC, UniRef:UniRef100_A0A8E7QU72, UniRef:UniRef50_P00893, UniRef:UniRef90_P00893
contig_1	cds	133175	133669	+	HFCAGB_00120	ilvN	acetolactate synthase small subunit	COG:COG0440, COG:E, EC:2.2.1.6, GO:0003984, GO:0005829, GO:0009082, GO:0009097, GO:0009099, GO:1990610, KEGG:K01653, SO:0001217, UniParc:UPI000016E396, UniRef:UniRef100_P21622, UniRef:UniRef50_P00894, UniRef:UniRef90_P00894
contig_1	cds	133953	134957	+	HFCAGB_00121	cra	catabolite repressor/activator	COG:COG1609, COG:K, GO:0000976, GO:0003677, GO:0003700, GO:0006355, GO:0009750, RefSeq:WP_000762406.1, SO:0001217, UniParc:UPI00000599D9, UniRef:UniRef100_P0A2P8, UniRef:UniRef50_P0A2P8, UniRef:UniRef90_P0A2P8
contig_1	cds	135563	136021	+	HFCAGB_00122	mraZ	division/cell wall cluster transcriptional repressor MraZ	COG:COG2001, COG:J, GO:0000976, GO:0003700, GO:0005737, GO:0006355, GO:0009295, GO:2000143, RefSeq:WP_000488294.1, SO:0001217, UniParc:UPI000012F552, UniRef:UniRef100_Q8ZRU9, UniRef:UniRef50_P22186, UniRef:UniRef90_Q8ZRU9
contig_1	cds	136023	136964	+	HFCAGB_00123	rsmH	16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH	COG:COG0275, COG:J, EC:2.1.1.199, GO:0005737, GO:0016434, GO:0070475, GO:0071424, KEGG:K03438, RefSeq:WP_000970444.1, SO:0001217, UniParc:UPI000012F4FA, UniRef:UniRef100_Q8ZRU8, UniRef:UniRef50_Q5ZX19, UniRef:UniRef90_Q8ZRU8
contig_1	cds	136961	137326	+	HFCAGB_00124	ftsL	cell division protein FtsL	COG:COG3116, COG:D, GO:0005886, GO:0032153, GO:0043093, KEGG:K03586, RefSeq:WP_000625651.1, SO:0001217, UniParc:UPI00000599DC, UniRef:UniRef100_Q7CR84, UniRef:UniRef50_Q7CR84, UniRef:UniRef90_Q7CR84
contig_1	cds	137342	139108	+	HFCAGB_00125	ftsI	peptidoglycan glycosyltransferase FtsI	BlastRules:WP_000642196, COG:COG0768, COG:DM, EC:3.4.16.4, GO:0000917, GO:0005886, GO:0006508, GO:0008360, GO:0008658, GO:0008955, GO:0009002, GO:0009252, GO:0009410, GO:0032153, GO:0043093, GO:0051301, GO:0071555, GO:1990586, KEGG:K03586, RefSeq:WP_000642237.1, SO:0001217, UniParc:UPI00016A16F7, UniRef:UniRef100_A0A3Z0XYJ3, UniRef:UniRef50_P0AD68, UniRef:UniRef90_P0AD68
contig_1	cds	139095	140582	+	HFCAGB_00126	murE	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	EC:6.3.2.13, GO:0000287, GO:0005524, GO:0005737, GO:0008360, GO:0008765, GO:0009058, GO:0009252, GO:0016881, GO:0051301, GO:0071555, KEGG:K01928, RefSeq:WP_000775071.1, SO:0001217, UniParc:UPI00016040C0, UniRef:UniRef100_A0A719E0V0, UniRef:UniRef50_Q8ZRU7, UniRef:UniRef90_Q8ZRU7
contig_1	cds	140579	141937	+	HFCAGB_00127	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	EC:6.3.2.10, GO:0005524, GO:0009058, GO:0047480, GO:0071555, KEGG:K01929, RefSeq:WP_000626630.1, SO:0001217, UniParc:UPI00000CCE3B, UniRef:UniRef100_Q8ZRU6, UniRef:UniRef50_P11880, UniRef:UniRef90_Q8ZRU6
contig_1	cds	141931	143013	+	HFCAGB_00128	mraY	phospho-N-acetylmuramoyl-pentapeptide-transferase	COG:COG0472, COG:M, EC:2.7.8.13, GO:0005886, GO:0008360, GO:0008963, GO:0009252, GO:0016020, GO:0046872, GO:0051301, GO:0051992, GO:0071555, KEGG:K01000, RefSeq:WP_000964141.1, SO:0001217, UniParc:UPI000012F52B, UniRef:UniRef100_Q8ZRU5, UniRef:UniRef50_P0A6W3, UniRef:UniRef90_P0A6W3
contig_1	cds	143016	144332	+	HFCAGB_00129	murD	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	EC:6.3.2.9, GO:0005524, GO:0005737, GO:0008360, GO:0008764, GO:0009252, GO:0051301, GO:0071555, KEGG:K01925, RefSeq:WP_000796445.1, SO:0001217, UniParc:UPI00000CCE3C, UniRef:UniRef100_Q8ZRU4, UniRef:UniRef50_Q8ZRU4, UniRef:UniRef90_Q8ZRU4
contig_1	cds	144332	145576	+	HFCAGB_00130	ftsW	cell division protein FtsW	COG:COG0772, COG:D, GO:0051301, RefSeq:WP_001239803.1, SO:0001217, UniParc:UPI00000599E2, UniRef:UniRef100_Q7CR82, UniRef:UniRef50_P0ABG4, UniRef:UniRef90_A0A4U9HIU2
contig_1	cds	145573	146640	+	HFCAGB_00131	murG	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	COG:COG0707, COG:M, EC:2.4.1.227, GO:0005886, GO:0005975, GO:0008360, GO:0009252, GO:0030259, GO:0050511, GO:0051301, GO:0051991, GO:0071555, KEGG:K02563, RefSeq:WP_000016616.1, SO:0001217, UniParc:UPI00016A16F8, UniRef:UniRef100_B5FI72, UniRef:UniRef50_P17443, UniRef:UniRef90_P17443
contig_1	cds	146759	148234	+	HFCAGB_00132	murC	UDP-N-acetylmuramate--L-alanine ligase	COG:COG0773, COG:M, EC:6.3.2.8, GO:0005524, GO:0005737, GO:0008360, GO:0008763, GO:0009252, GO:0051301, GO:0071555, KEGG:K01924, RefSeq:WP_001096072.1, SO:0001217, UniParc:UPI00000599E4, UniRef:UniRef100_B5F7W5, UniRef:UniRef50_P17952, UniRef:UniRef90_P17952
contig_1	cds	148227	149084	+	HFCAGB_00133	ddlB	D-alanine--D-alanine ligase B	COG:COG1181, COG:MR, EC:6.3.2.4, GO:0005524, GO:0005829, GO:0008360, GO:0008716, GO:0009252, GO:0046872, GO:0071555, RefSeq:WP_000763901.1, SO:0001217, UniParc:UPI00016A16F9, UniRef:UniRef100_A0A3Z2MVK6, UniRef:UniRef50_P07862, UniRef:UniRef90_P07862
contig_1	cds	149086	149916	+	HFCAGB_00134	ftsQ	cell division protein FtsQ	GO:0005886, GO:0032153, GO:0043093, GO:0090529, RefSeq:WP_000075724.1, SO:0001217, UniParc:UPI00016A16FA, UniRef:UniRef100_A0A3Y2QMI6, UniRef:UniRef50_P06136, UniRef:UniRef90_Q7CR81
contig_1	cds	149913	151175	+	HFCAGB_00135	ftsA	cell division protein FtsA	GO:0005515, GO:0051301, RefSeq:WP_000588463.1, SO:0001217, UniParc:UPI00000599E7, UniRef:UniRef100_Q7CR80, UniRef:UniRef50_A0A376TM27, UniRef:UniRef90_A0A376TM27
contig_1	ncRNA	151155	151244	+	HFCAGB_00136	PssrA	Plasmid-encoded Shigella sRNA A	RFAM:RF02797, SO:0000655
contig_1	cds	151236	152387	+	HFCAGB_00137	ftsZ	cell division protein FtsZ	COG:COG0206, COG:D, GO:0000910, GO:0000917, GO:0003924, GO:0005525, GO:0005737, GO:0032153, GO:0043093, GO:0051258, KEGG:K03531, RefSeq:WP_000462784.1, SO:0001217, UniParc:UPI00016A16FB, UniRef:UniRef100_A0A3V2K8R2, UniRef:UniRef50_P0A9A6, UniRef:UniRef90_P0A9A6
contig_1	cds	152488	153405	+	HFCAGB_00138	lpxC	UDP-3-O-acyl-N-acetylglucosamine deacetylase	COG:COG0774, COG:M, EC:3.5.1.108, GO:0009245, GO:0016020, GO:0046872, GO:0103117, RefSeq:WP_000595487.1, SO:0001217, UniParc:UPI000012E8E6, UniRef:UniRef100_Q8ZRT9, UniRef:UniRef50_P0A725, UniRef:UniRef90_P0A725
contig_1	cds	153684	154181	+	HFCAGB_00139	secM	secA regulator SecM	BlastRules:WP_000014335, GO:0005829, GO:0042597, GO:0045182, KEGG:K13301, RefSeq:WP_000014333.1, SO:0001217, UniParc:UPI00003B2852, UniRef:UniRef100_Q8ZRT8, UniRef:UniRef50_P62395, UniRef:UniRef90_Q8ZRT8
contig_1	cds	154243	156948	+	HFCAGB_00140	secA	preprotein translocase subunit SecA	COG:COG0653, COG:U, EC:7.4.2.8, GO:0005524, GO:0005737, GO:0005886, GO:0006605, GO:0006886, GO:0008564, GO:0017038, GO:0031522, GO:0043952, GO:0046872, GO:0065002, KEGG:K03070, RefSeq:WP_000905756.1, SO:0001217, UniParc:UPI00000CCE3F, UniRef:UniRef100_Q8ZRT7, UniRef:UniRef50_P10408, UniRef:UniRef90_P10408
contig_1	ncRNA	157018	157085	+	HFCAGB_00141	STnc40	Salmonella enterica sRNA STnc40	RFAM:RF02057, SO:0000655
contig_1	cds	157100	157495	+	HFCAGB_00142	mutT	8-oxo-dGTP diphosphatase MutT	EC:3.6.1.55, GO:0006281, GO:0008413, RefSeq:WP_000736053.1, SO:0001217, UniParc:UPI00016A1925, UniRef:UniRef100_A0A3R0VYR6, UniRef:UniRef50_P08337, UniRef:UniRef90_Q8ZRT6
contig_1	cds	157529	158518	-	HFCAGB_00143		Aldo-keto reductase family 1 member C1-like protein -alpha-hydroxysteroid dehydrogenase 20-alpha-HSDDihydrodiol dehydrogenase 1 DD-1 DD1	RefSeq:WP_001200040.1, SO:0001217, UniParc:UPI00016A1926, UniRef:UniRef100_A0A3Z0XXV4, UniRef:UniRef50_D8J250, UniRef:UniRef90_A0A379QAE6
contig_1	cds	158622	159545	+	HFCAGB_00144	lysR	LysR family transcriptional regulator	KEGG:K03566, RefSeq:WP_001215488.1, SO:0001217, UniParc:UPI00016A187F, UniRef:UniRef100_A0A603NBU9, UniRef:UniRef50_A0A379NQ79, UniRef:UniRef90_A0A379SEA8
contig_1	cds	159542	159733	-	HFCAGB_00145	yacG	DNA gyrase inhibitor YacG	GO:0006355, GO:0008270, GO:0008657, RefSeq:WP_001286419.1, SO:0001217, UniParc:UPI00000599EF, UniRef:UniRef100_P67481, UniRef:UniRef50_A7MQ61, UniRef:UniRef90_P67481
contig_1	cds	159743	160486	-	HFCAGB_00146	zapD	cell division protein ZapD	GO:0000917, GO:0005737, GO:0032153, GO:0043093, KEGG:K18778, RefSeq:WP_000557441.1, SO:0001217, UniParc:UPI00000599F0, UniRef:UniRef100_P67693, UniRef:UniRef50_P36680, UniRef:UniRef90_P67693
contig_1	cds	160486	161106	-	HFCAGB_00147	coaE	dephospho-CoA kinase	EC:2.7.1.24, GO:0004140, GO:0005524, GO:0005737, GO:0015937, KEGG:K00859, RefSeq:WP_001270907.1, SO:0001217, UniParc:UPI00016A1927, UniRef:UniRef100_A0A711GBW0, UniRef:UniRef50_P63828, UniRef:UniRef90_P63828
contig_1	cds	161332	162375	+	HFCAGB_00148	guaC	GMP reductase	COG:COG0516, COG:F, EC:1.7.1.7, GO:0003920, GO:0005829, GO:0006163, GO:0009117, GO:0046872, GO:1902560, RefSeq:WP_001217365.1, SO:0001217, UniParc:UPI000012BD7F, UniRef:UniRef100_Q8ZRT5, UniRef:UniRef50_P60560, UniRef:UniRef90_P60560
contig_1	cds	162406	163608	-	HFCAGB_00149	hofC	protein transport protein HofC	GO:0004827, KEGG:K02505, RefSeq:WP_000114102.1, SO:0001217, UniParc:UPI00016A1928, UniRef:UniRef100_A0A3R0SNH7, UniRef:UniRef50_P36646, UniRef:UniRef90_A0A3R0SNH7
contig_1	cds	163598	164983	-	HFCAGB_00150	gspE	type II secretion system protein GspE	RefSeq:WP_000650593.1, SO:0001217, UniParc:UPI00016A1929, UniRef:UniRef100_A0A3Z0XYJ4, UniRef:UniRef50_A0A0H3FWD5, UniRef:UniRef90_A9MQA1
contig_1	cds	164993	165430	-	HFCAGB_00151	ppdD	prepilin peptidase-dependent pilin	KEGG:K02682, RefSeq:WP_000414989.1, SO:0001217, UniParc:UPI00000599F5, UniRef:UniRef100_Q7CR79, UniRef:UniRef50_P36647, UniRef:UniRef90_A0A5V8TUK7
contig_1	cds	165652	166545	-	HFCAGB_00152	nadC	carboxylating nicotinate-nucleotide diphosphorylase	EC:2.4.2.19, GO:0004514, GO:0005737, GO:0009435, GO:0034213, KEGG:K00767, RefSeq:WP_001135135.1, SO:0001217, UniParc:UPI000016224E, UniRef:UniRef100_P30012, UniRef:UniRef50_P30011, UniRef:UniRef90_P30012
contig_1	cds	166633	167196	+	HFCAGB_00153	ampD	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	EC:3.5.1.28, GO:0005737, GO:0008745, GO:0009253, GO:0009254, GO:0046872, GO:0071555, RefSeq:WP_000936326.1, SO:0001217, UniParc:UPI00000599F7, UniRef:UniRef100_A0A626AXM3, UniRef:UniRef50_P0CL03, UniRef:UniRef90_P0CL03
contig_1	cds	167193	168047	+	HFCAGB_00154	ampE	beta-lactamase regulator AmpE	KEGG:K03807, RefSeq:WP_000172039.1, SO:0001217, UniParc:UPI00000D0176, UniRef:UniRef100_H9L469, UniRef:UniRef50_P0AE14, UniRef:UniRef90_A9MQ97
contig_1	cds	168139	169089	-	HFCAGB_00155		Glycosyl hydrolase	RefSeq:WP_000024767.1, SO:0001217, UniParc:UPI00016A192B, UniRef:UniRef100_A0A632N0Z4, UniRef:UniRef50_V4PVT6, UniRef:UniRef90_A0A7D8ERI2
contig_1	cds	169089	170495	-	HFCAGB_00156	melB	Major facilitator superfamily (MFS) profile domain-containing protein	COG:COG2211, COG:G, RefSeq:WP_000357537.1, SO:0001217, UniParc:UPI00016A192C, UniRef:UniRef100_A0A3R0PN03, UniRef:UniRef50_A0A0E1GVZ2, UniRef:UniRef90_A9MQ95
contig_1	cds	170659	172029	-	HFCAGB_00157	aroP	aromatic amino acid transporter AroP	COG:COG1113, COG:E, GO:0005886, GO:0006865, GO:0055085, SO:0001217, UniParc:UPI00016A192D, UniRef:UniRef100_A0A765A3B5, UniRef:UniRef50_P24207, UniRef:UniRef90_P15993
contig_1	cds	172595	173359	+	HFCAGB_00158	pdhR	pyruvate dehydrogenase complex transcriptional repressor PdhR	COG:COG2186, COG:K, GO:0003677, GO:0003700, RefSeq:WP_000331771.1, SO:0001217, UniParc:UPI00000599FC, UniRef:UniRef100_P0CL10, UniRef:UniRef50_P0ACL9, UniRef:UniRef90_P0CL10
contig_1	ncRNA	173403	173515	-	HFCAGB_00159	tp2	tp2	RFAM:RF02030, SO:0000655
contig_1	cds	173519	176182	+	HFCAGB_00160	aceE	pyruvate dehydrogenase (acetyl-transferring), homodimeric type	COG:C, COG:COG2609, EC:1.2.4.1, GO:0004738, GO:0006086, GO:0045254, KEGG:K00163, RefSeq:WP_000003852.1, SO:0001217, UniParc:UPI00000CCE42, UniRef:UniRef100_Q8ZRT2, UniRef:UniRef50_A0A6H2F9S0, UniRef:UniRef90_A0A2X2KAK5
