"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_000007545.1_ASM754v1_genomic","GCF_000020745.1_ASM2074v1_genomic","GCF_000020885.1_ASM2088v1_genomic","GCF_000020925.1_ASM2092v1_genomic","GCF_000022165.1_ASM2216v1_genomic","GCF_000170215.1_ASM17021v1_genomic","GCF_000170255.1_ASM17025v1_genomic","GCF_000171255.1_ASM17125v1_genomic","GCF_000171275.1_ASM17127v1_genomic","GCF_000171315.1_ASM17131v1_genomic","GCF_000171415.1_ASM17141v1_genomic","GCF_000171515.1_ASM17151v1_genomic","GCF_000171535.2_ASM17153v2_genomic"
"LNHIMF_00832","persistent","tricarballylate utilization LysR family transcriptional regulator TcuR","13","13","1.0","NA","NA","","","","353","926","881.92","GEGEGB_02303","LNHIMF_00832","BEJGEH_00705","HFCAGB_00788","AJBGEP_00717","ODDLKH_01186","OEKLIE_02086","ALJMDI_00789","PAPNPA_03185","BENMGJ_04360","IKCLMC_00439","PKJKAM_00333","ONMMKP_01464"
"LNHIMF_00834","cloud","hypothetical protein","3","3","1.0","NA","NA","","","","149","149","149.0","","LNHIMF_00834","","","","","","ALJMDI_00791","PAPNPA_03187","","","",""
"LNHIMF_00835","persistent","flavodoxin FldA","13","13","1.0","NA","NA","","","","530","530","530.0","GEGEGB_02301","LNHIMF_00835","BEJGEH_00707","HFCAGB_00790","AJBGEP_00719","ODDLKH_01188","OEKLIE_02088","ALJMDI_00792","PAPNPA_03188","BENMGJ_04362","IKCLMC_00437","PKJKAM_00393","ONMMKP_01462"
"LNHIMF_00837","persistent","esterase","12","12","1.0","NA","NA","","","","770","770","770.0","GEGEGB_02299","LNHIMF_00837","BEJGEH_00709","HFCAGB_00792","AJBGEP_00721","ODDLKH_01190","OEKLIE_02090","","PAPNPA_03190","BENMGJ_04364","IKCLMC_00435","PKJKAM_00395","ONMMKP_01460"
"LNHIMF_00618","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","224","224","224.0","","LNHIMF_00618","","","","","","","","","","",""
"LNHIMF_00619","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","257","257","257.0","","LNHIMF_00619","","","","","","","","","","",""
"LNHIMF_00620","cloud","Arc-like DNA binding domain-containing protein","2","2","1.0","NA","NA","","","","326","335","330.5","","LNHIMF_00620","","","","","","","","","","","ONMMKP_00741"
"LNHIMF_00621","cloud","Arc-like DNA binding domain-containing protein","1","1","1.0","NA","NA","","","","173","173","173.0","","LNHIMF_00621","","","","","","","","","","",""
"LNHIMF_00622","cloud","Bro-N domain-containing protein","1","1","1.0","NA","NA","","","","722","722","722.0","","LNHIMF_00622","","","","","","","","","","",""
"LNHIMF_00625","cloud","Transposase","1","1","1.0","NA","NA","","","","272","272","272.0","","LNHIMF_00625","","","","","","","","","","",""
"LNHIMF_00626","cloud","DUF1640 domain-containing protein","1","1","1.0","NA","NA","","","","296","296","296.0","","LNHIMF_00626","","","","","","","","","","",""
"LNHIMF_00627","cloud","Lipoprotein","1","1","1.0","NA","NA","","","","353","353","353.0","","LNHIMF_00627","","","","","","","","","","",""
"LNHIMF_00628","cloud","DNA-binding protein","1","1","1.0","NA","NA","","","","854","854","854.0","","LNHIMF_00628","","","","","","","","","","",""
"LNHIMF_00630","cloud","DUF1499 domain-containing protein","1","1","1.0","NA","NA","","","","413","413","413.0","","LNHIMF_00630","","","","","","","","","","",""
"LNHIMF_00631","cloud","Lipoprotein SmpA/OmlA domain-containing protein","1","1","1.0","NA","NA","","","","296","296","296.0","","LNHIMF_00631","","","","","","","","","","",""
"LNHIMF_00632","cloud","Tape measure protein N-terminal domain-containing protein","1","1","1.0","NA","NA","","","","3170","3170","3170.0","","LNHIMF_00632","","","","","","","","","","",""
"LNHIMF_00633","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","239","239","239.0","","LNHIMF_00633","","","","","","","","","","",""
"LNHIMF_00640","cloud","Peptidase S74 domain-containing protein","1","1","1.0","NA","NA","","","","1136","1136","1136.0","","LNHIMF_00640","","","","","","","","","","",""
"LNHIMF_00642","cloud","Integrase","1","1","1.0","NA","NA","","","","1187","1187","1187.0","","LNHIMF_00642","","","","","","","","","","",""
"LNHIMF_00643","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","221","221","221.0","","LNHIMF_00643","","","","","","","","","","",""
"LNHIMF_00644","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","305","305","305.0","","LNHIMF_00644","","","","","","","","","","",""
"LNHIMF_00645","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","434","434","434.0","","LNHIMF_00645","","","","","","","","","","",""
"LNHIMF_00646","cloud","AlpA family transcriptional regulator","1","1","1.0","NA","NA","","","","197","197","197.0","","LNHIMF_00646","","","","","","","","","","",""
"LNHIMF_00647","cloud","Rha family transcriptional regulator","1","1","1.0","NA","NA","","","","596","596","596.0","","LNHIMF_00647","","","","","","","","","","",""
"LNHIMF_00648","cloud","Arc family DNA-binding protein","1","1","1.0","NA","NA","","","","332","332","332.0","","LNHIMF_00648","","","","","","","","","","",""
"LNHIMF_00649","cloud","Host cell division inhibitor Icd-like protein","1","1","1.0","NA","NA","","","","287","287","287.0","","LNHIMF_00649","","","","","","","","","","",""
"LNHIMF_00650","cloud","Host cell division inhibitor Icd-like protein","1","1","1.0","NA","NA","","","","161","161","161.0","","LNHIMF_00650","","","","","","","","","","",""
"LNHIMF_00651","cloud","DNA primase","1","1","1.0","NA","NA","","","","398","398","398.0","","LNHIMF_00651","","","","","","","","","","",""
"LNHIMF_00652","cloud","Transcriptional regulator","1","1","1.0","NA","NA","","","","170","170","170.0","","LNHIMF_00652","","","","","","","","","","",""
"LNHIMF_00653","cloud","Cytoplasmic protein","1","1","1.0","NA","NA","","","","227","227","227.0","","LNHIMF_00653","","","","","","","","","","",""
"LNHIMF_00654","cloud","Ant2","1","1","1.0","NA","NA","","","","320","320","320.0","","LNHIMF_00654","","","","","","","","","","",""
"LNHIMF_00655","cloud","ORF6N domain-containing protein","1","1","1.0","NA","NA","","","","794","794","794.0","","LNHIMF_00655","","","","","","","","","","",""
"LNHIMF_00656","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","305","305","305.0","","LNHIMF_00656","","","","","","","","","","",""
"LNHIMF_00657","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","383","383","383.0","","LNHIMF_00657","","","","","","","","","","",""
"LNHIMF_00658","cloud","Prophage protein","1","1","1.0","NA","NA","","","","647","647","647.0","","LNHIMF_00658","","","","","","","","","","",""
"LNHIMF_00659","cloud","DNA primase","1","1","1.0","NA","NA","","","","2141","2141","2141.0","","LNHIMF_00659","","","","","","","","","","",""
"LNHIMF_00660","cloud","Single-stranded DNA-binding protein","1","1","1.0","NA","NA","","","","395","395","395.0","","LNHIMF_00660","","","","","","","","","","",""
"LNHIMF_00661","cloud","Helix-turn-helix domain-containing protein","1","1","1.0","NA","NA","","","","914","914","914.0","","LNHIMF_00661","","","","","","","","","","",""
"LNHIMF_00662","cloud","Antitermination protein","1","1","1.0","NA","NA","","","","803","803","803.0","","LNHIMF_00662","","","","","","","","","","",""
"LNHIMF_00663","cloud","Fels-1 prophage protein","1","1","1.0","NA","NA","","","","404","404","404.0","","LNHIMF_00663","","","","","","","","","","",""
"LNHIMF_00667","cloud","phage holin%2C lambda family","3","3","1.0","NA","NA","","","","338","338","338.0","","LNHIMF_00667","","","AJBGEP_02134","","OEKLIE_00098","","","","","",""
"LNHIMF_00670","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","251","251","251.0","","LNHIMF_00670","","","","","","","","","","",""
"LNHIMF_00671","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","533","533","533.0","","LNHIMF_00671","","","","","","","","","","",""
"LNHIMF_00672","cloud","DUF1441 domain-containing protein","1","1","1.0","NA","NA","","","","497","497","497.0","","LNHIMF_00672","","","","","","","","","","",""
"LNHIMF_00680","shell","Gifsy-1 prophage protein","8","12","1.5","NA","NA","","","","242","401","387.75","","LNHIMF_00680","","","AJBGEP_02784" "AJBGEP_01293","ODDLKH_01692","OEKLIE_02379","ALJMDI_01343","","","IKCLMC_00304" "IKCLMC_00075" "IKCLMC_01173" "IKCLMC_00217","PKJKAM_00245","ONMMKP_01101"
"LNHIMF_00681","shell","Gifsy-1 prophage protein","8","12","1.5","NA","NA","","","","743","746","743.25","","LNHIMF_00681","","","AJBGEP_01294" "AJBGEP_02783","ODDLKH_01693","OEKLIE_02378","ALJMDI_01344","","","IKCLMC_00076" "IKCLMC_01174" "IKCLMC_00218" "IKCLMC_00305","PKJKAM_00244","ONMMKP_01100"
"LNHIMF_00682","shell","phage tail assembly chaperone G","8","12","1.5","NA","NA","","","","395","395","395.0","","LNHIMF_00682","","","AJBGEP_01295" "AJBGEP_02782","ODDLKH_01694","OEKLIE_02377","ALJMDI_01345","","","IKCLMC_01175" "IKCLMC_00219" "IKCLMC_00306" "IKCLMC_00077","PKJKAM_00243","ONMMKP_01099"
"LNHIMF_00683","shell","phage tail assembly protein T","8","12","1.5","NA","NA","","","","260","314","309.5","","LNHIMF_00683","","","AJBGEP_01296" "AJBGEP_02781","ODDLKH_01695","OEKLIE_02376","ALJMDI_01346","","","IKCLMC_00220" "IKCLMC_00307" "IKCLMC_00078" "IKCLMC_01176","PKJKAM_00242","ONMMKP_01098"
"LNHIMF_00684","shell","Gifsy-1 prophage protein","10","16","1.6","NA","NA","","","","3041","3095","3082.62","","LNHIMF_00684","","HFCAGB_01387","AJBGEP_02780" "AJBGEP_01039" "AJBGEP_01297","ODDLKH_01696","OEKLIE_02375" "OEKLIE_01755","ALJMDI_01347","","BENMGJ_01265","IKCLMC_00308" "IKCLMC_00079" "IKCLMC_01177" "IKCLMC_00221","PKJKAM_00241","ONMMKP_01097"
"LNHIMF_00685","shell","Gifsy-1 prophage protein","8","12","1.5","NA","NA","","","","329","329","329.0","","LNHIMF_00685","","","AJBGEP_01298" "AJBGEP_02779","ODDLKH_01697","OEKLIE_02374","ALJMDI_01348","","","IKCLMC_00080" "IKCLMC_00309" "IKCLMC_00222" "IKCLMC_01178","PKJKAM_00240","ONMMKP_01096"
"LNHIMF_00687","cloud","hypothetical protein","3","7","2.33","NA","NA","","","","605","605","605.0","","LNHIMF_00687","","","AJBGEP_01300" "AJBGEP_02777","","","","","","IKCLMC_00224" "IKCLMC_01180" "IKCLMC_00082" "IKCLMC_00311","",""
"LNHIMF_00689","shell","Host specificity protein J","8","10","1.25","NA","NA","","","","1037","3362","3129.5","","LNHIMF_00689","","","AJBGEP_01302" "AJBGEP_02775","ODDLKH_01701","OEKLIE_02370","ALJMDI_01352","","","IKCLMC_01182" "IKCLMC_00544","PKJKAM_00236","ONMMKP_01092"
"LNHIMF_00690","shell","Secreted protein","10","15","1.5","NA","NA","","","","242","242","242.0","","LNHIMF_00690","","HFCAGB_01397","AJBGEP_01303" "AJBGEP_01047" "AJBGEP_02774","ODDLKH_01702","OEKLIE_02369" "OEKLIE_01763","ALJMDI_01353","","BENMGJ_01273","IKCLMC_00011" "IKCLMC_00545" "IKCLMC_01183","PKJKAM_00235","ONMMKP_01091"
"LNHIMF_00691","cloud","Shikimate transporter","2","2","1.0","NA","NA","","","","1238","2678","1958.0","","LNHIMF_00691","","","","","OEKLIE_02529","","","","","",""
"LNHIMF_00694","cloud","Secreted protein","1","1","1.0","NA","NA","","","","230","230","230.0","","LNHIMF_00694","","","","","","","","","","",""
"LNHIMF_00695","cloud","Phage tail protein","1","1","1.0","NA","NA","","","","155","155","155.0","","LNHIMF_00695","","","","","","","","","","",""
"LNHIMF_00696","cloud","Amino acid ABC transporter substrate-binding protein","1","1","1.0","NA","NA","","","","770","770","770.0","","LNHIMF_00696","","","","","","","","","","",""
"LNHIMF_00699","cloud","arsenical resistance protein ArsH","1","1","1.0","NA","NA","","","","698","698","698.0","","LNHIMF_00699","","","","","","","","","","",""
"LNHIMF_00700","cloud","HTH-type transcriptional repressor AseR","1","1","1.0","NA","NA","","","","320","320","320.0","","LNHIMF_00700","","","","","","","","","","",""
"LNHIMF_00701","cloud","Arsenical pump membrane protein","1","1","1.0","NA","NA","","","","1289","1289","1289.0","","LNHIMF_00701","","","","","","","","","","",""
"LNHIMF_00702","cloud","glutaredoxin-dependent arsenate reductase","1","1","1.0","NA","NA","","","","425","425","425.0","","LNHIMF_00702","","","","","","","","","","",""
"LNHIMF_00703","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","251","251","251.0","","LNHIMF_00703","","","","","","","","","","",""
"LNHIMF_00704","cloud","DinI family protein","1","1","1.0","NA","NA","","","","233","233","233.0","","LNHIMF_00704","","","","","","","","","","",""
"LNHIMF_00708","cloud","O-antigen conversion: translocase","1","1","1.0","NA","NA","","","","1457","1457","1457.0","","LNHIMF_00708","","","","","","","","","","",""
"LNHIMF_00716","persistent","reactive chlorine resistance oxidoreductase RclA","13","13","1.0","NA","NA","","","","1325","1325","1325.0","GEGEGB_02423","LNHIMF_00716","BEJGEH_00578","HFCAGB_00657","AJBGEP_00586","ODDLKH_01053","OEKLIE_04185","ALJMDI_00671","PAPNPA_02590","BENMGJ_04228","IKCLMC_02391","PKJKAM_03121","ONMMKP_01587"
"LNHIMF_00719","persistent","ATPase involved in DNA repair","13","14","1.08","NA","NA","","","","440","1175","1089.29","GEGEGB_02420" "GEGEGB_02419","LNHIMF_00719","BEJGEH_00581","HFCAGB_00660","AJBGEP_00589","ODDLKH_01056","OEKLIE_04188","ALJMDI_00674","PAPNPA_02593","BENMGJ_04231","IKCLMC_02394","PKJKAM_03118","ONMMKP_01584"
"LNHIMF_00720","persistent","phenylalanine transporter","13","13","1.0","NA","NA","","","","1394","1394","1394.0","GEGEGB_02418","LNHIMF_00720","BEJGEH_00582","HFCAGB_00661","AJBGEP_00590","ODDLKH_01057","OEKLIE_04189","ALJMDI_00675","PAPNPA_02594","BENMGJ_04232","IKCLMC_02395","PKJKAM_03117","ONMMKP_01583"
"LNHIMF_00724","persistent","RamA family antibiotic efflux transcriptional regulator","13","13","1.0","NA","NA","","","","341","341","341.0","GEGEGB_02411","LNHIMF_00724","BEJGEH_00589","HFCAGB_00669","AJBGEP_00604","ODDLKH_01071","OEKLIE_04203","ALJMDI_00682","PAPNPA_02608","BENMGJ_04246","IKCLMC_02402","PKJKAM_03103","ONMMKP_01575"
"LNHIMF_00726","persistent","YbdK family carboxylate-amine ligase","13","13","1.0","NA","NA","","","","1118","1118","1118.0","GEGEGB_02409","LNHIMF_00726","BEJGEH_00591","HFCAGB_00671","AJBGEP_00606","ODDLKH_01073","OEKLIE_04205","ALJMDI_00684","PAPNPA_02610","BENMGJ_04248","IKCLMC_02404","PKJKAM_03101","ONMMKP_01573"
"LNHIMF_00728","persistent","Outer membrane porin%2C receptor for ferric enterobactin (Enterochelin) and colicins B and D","13","13","1.0","NA","NA","","","","2255","2255","2255.0","GEGEGB_02407","LNHIMF_00728","BEJGEH_00593","HFCAGB_00673","AJBGEP_00608","ODDLKH_01075","OEKLIE_04207","ALJMDI_00686","PAPNPA_02612","BENMGJ_04250","IKCLMC_02406","PKJKAM_03099","ONMMKP_01571"
"BEJGEH_00903","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","356","356","356.0","","","BEJGEH_00903","","","","","","","","","",""
"BEJGEH_00904","cloud","Adhesin","1","1","1.0","NA","NA","","","","476","476","476.0","","","BEJGEH_00904","","","","","","","","","",""
"BEJGEH_00936","persistent","Zn-dependent protease with chaperone function","13","13","1.0","NA","NA","","","","761","761","761.0","GEGEGB_02065","LNHIMF_01068","BEJGEH_00936","HFCAGB_01024","AJBGEP_00971","ODDLKH_01436","OEKLIE_00619","ALJMDI_01279","PAPNPA_03445","BENMGJ_04611","IKCLMC_01544","PKJKAM_00952","ONMMKP_01168"
"BEJGEH_00959","persistent","diaminopropionate ammonia-lyase","11","11","1.0","NA","NA","","","","755","1214","1172.27","GEGEGB_02041","","BEJGEH_00959","HFCAGB_01047","AJBGEP_00995","ODDLKH_01459","OEKLIE_01710","","PAPNPA_00897","BENMGJ_01219","IKCLMC_01567","PKJKAM_00134","ONMMKP_01145"
"BEJGEH_00979","persistent","DNA helicase IV","13","13","1.0","NA","NA","","","","2054","2054","2054.0","GEGEGB_01955","LNHIMF_01108","BEJGEH_00979","HFCAGB_01123","AJBGEP_01073","ODDLKH_01479","OEKLIE_00415","ALJMDI_00350","PAPNPA_00917","BENMGJ_01298","IKCLMC_00571","PKJKAM_00673","ONMMKP_01065"
"BEJGEH_00985","persistent","Kinase inhibitor","12","12","1.0","NA","NA","","","","548","548","548.0","","LNHIMF_01114","BEJGEH_00985","HFCAGB_01129","AJBGEP_01079","ODDLKH_01485","OEKLIE_00421","ALJMDI_00356","PAPNPA_00923","BENMGJ_01304","IKCLMC_00577","PKJKAM_00667","ONMMKP_01059"
"BEJGEH_00991","persistent","type III secretion system effector protease PipA","12","12","1.0","NA","NA","","","","521","680","666.75","GEGEGB_01937","","BEJGEH_00991","HFCAGB_01135","AJBGEP_01085","ODDLKH_01491","OEKLIE_01527","ALJMDI_00362","PAPNPA_00929","BENMGJ_01310","IKCLMC_00583","PKJKAM_00661","ONMMKP_01053"
"BEJGEH_00810","persistent","Inner membrane protein","12","12","1.0","NA","NA","","","","242","560","493.0","","LNHIMF_00940","BEJGEH_00810","HFCAGB_00891","AJBGEP_00837","ODDLKH_01303","OEKLIE_02811","ALJMDI_01151","PAPNPA_03290","BENMGJ_04477","IKCLMC_01404","PKJKAM_01085","ONMMKP_01304"
"BEJGEH_00823","persistent","DNA-binding protein YbiB","13","14","1.08","NA","NA","","","","200","974","901.36","GEGEGB_02180" "GEGEGB_02179","LNHIMF_00952","BEJGEH_00823","HFCAGB_00903","AJBGEP_00849","ODDLKH_01315","OEKLIE_02823","ALJMDI_01163","PAPNPA_03308","BENMGJ_04489","IKCLMC_01423","PKJKAM_01073","ONMMKP_01292"
"BEJGEH_00840","shell","DUF4261 domain-containing protein","9","9","1.0","NA","NA","","","","479","896","849.67","","","BEJGEH_00840","HFCAGB_00920","AJBGEP_00866","ODDLKH_01332","OEKLIE_02840","","PAPNPA_03329","","IKCLMC_01440","PKJKAM_01056","ONMMKP_01275"
"BEJGEH_00869","persistent","nitroreductase NfsA","13","13","1.0","NA","NA","","","","722","722","722.0","GEGEGB_02131","LNHIMF_01005","BEJGEH_00869","HFCAGB_00960","AJBGEP_00904","ODDLKH_01371","OEKLIE_02878","ALJMDI_01216","PAPNPA_03359","BENMGJ_04544","IKCLMC_01479","PKJKAM_01016","ONMMKP_01234"
"BEJGEH_00878","persistent","PTS sugar transporter subunit IIC","13","13","1.0","NA","NA","","","","1325","1343","1341.62","GEGEGB_02122","LNHIMF_01014","BEJGEH_00878","HFCAGB_00969","AJBGEP_00913","ODDLKH_01380","OEKLIE_02887","ALJMDI_01225","PAPNPA_03368","BENMGJ_04553","IKCLMC_01488","PKJKAM_01007","ONMMKP_01225"
"LNHIMF_04737","cloud","Tn3 family transposase","1","2","2.0","NA","NA","","","","197","1286","741.5","","LNHIMF_04685" "LNHIMF_04737","","","","","","","","","","",""
"LNHIMF_04738","cloud","organomercurial transporter MerC","1","1","1.0","NA","NA","","","","422","422","422.0","","LNHIMF_04738","","","","","","","","","","",""
"LNHIMF_04742","cloud","aminoglycoside O-phosphotransferase APH(6)-Id","2","2","1.0","NA","NA","","","","782","836","809.0","","LNHIMF_04742","","","","","","","","","","PKJKAM_04016",""
"LNHIMF_04744","cloud","Metallo-beta-lactamase domain-containing protein","1","1","1.0","NA","NA","","","","641","641","641.0","","LNHIMF_04744","","","","","","","","","","",""
"LNHIMF_04745","cloud","IS1 family transposase","2","2","1.0","NA","NA","","","","296","377","336.5","","LNHIMF_04745","","","","","","","","","","","ONMMKP_02959"
"LNHIMF_04747","cloud","DUF4102 domain-containing protein","1","1","1.0","NA","NA","","","","176","176","176.0","","LNHIMF_04747","","","","","","","","","","",""
"LNHIMF_04748","cloud","sulfonamide-resistant dihydropteroate synthase Sul2","1","1","1.0","NA","NA","","","","815","815","815.0","","LNHIMF_04748","","","","","","","","","","",""
"LNHIMF_04749","cloud","Alpha-D-phosphohexomutase alpha/beta/alpha domain-containing protein","1","1","1.0","NA","NA","","","","302","302","302.0","","LNHIMF_04749","","","","","","","","","","",""
"LNHIMF_04750","cloud","IS91-like element ISVsa3 family transposase","1","1","1.0","NA","NA","","","","1493","1493","1493.0","","LNHIMF_04750","","","","","","","","","","",""
"LNHIMF_04751","cloud","Transposase","1","1","1.0","NA","NA","","","","224","224","224.0","","LNHIMF_04751","","","","","","","","","","",""
"LNHIMF_04752","cloud","Resolvase/invertase-type recombinase catalytic domain-containing protein","1","1","1.0","NA","NA","","","","737","737","737.0","","LNHIMF_04752","","","","","","","","","","",""
"LNHIMF_04753","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","491","491","491.0","","LNHIMF_04753","","","","","","","","","","",""
"LNHIMF_04755","cloud","Sch_012","1","1","1.0","NA","NA","","","","500","500","500.0","","LNHIMF_04755","","","","","","","","","","",""
"LNHIMF_04756","cloud","type A-2 chloramphenicol O-acetyltransferase CatII","1","1","1.0","NA","NA","","","","641","641","641.0","","LNHIMF_04756","","","","","","","","","","",""
"LNHIMF_04758","cloud","histidine kinase","1","1","1.0","NA","NA","","","","1718","1718","1718.0","","LNHIMF_04758","","","","","","","","","","",""
"LNHIMF_04759","cloud","Oxidoreductase molybdopterin binding domain","1","1","1.0","NA","NA","","","","488","488","488.0","","LNHIMF_04759","","","","","","","","","","",""
"LNHIMF_04760","cloud","ADP-heptose:LPS heptosyltransferase","1","1","1.0","NA","NA","","","","983","983","983.0","","LNHIMF_04760","","","","","","","","","","",""
"LNHIMF_04761","cloud","Response regulator","1","1","1.0","NA","NA","","","","914","914","914.0","","LNHIMF_04761","","","","","","","","","","",""
"LNHIMF_04762","cloud","50S ribosomal protein L29","1","1","1.0","NA","NA","","","","308","308","308.0","","LNHIMF_04762","","","","","","","","","","",""
"LNHIMF_04763","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","215","215","215.0","","LNHIMF_04763","","","","","","","","","","",""
"LNHIMF_04764","cloud","Lytic transglycosylase domain-containing protein","1","1","1.0","NA","NA","","","","662","662","662.0","","LNHIMF_04764","","","","","","","","","","",""
"LNHIMF_04765","cloud","Conjugal transfer protein TrbC","1","1","1.0","NA","NA","","","","299","299","299.0","","LNHIMF_04765","","","","","","","","","","",""
"LNHIMF_04766","cloud","Type IV secretion system protein virB4","1","1","1.0","NA","NA","","","","2750","2750","2750.0","","LNHIMF_04766","","","","","","","","","","",""
"LNHIMF_04767","cloud","Virb5","1","1","1.0","NA","NA","","","","716","716","716.0","","LNHIMF_04767","","","","","","","","","","",""
"LNHIMF_04768","cloud","EexN family lipoprotein","1","1","1.0","NA","NA","","","","284","284","284.0","","LNHIMF_04768","","","","","","","","","","",""
"LNHIMF_04769","cloud","Type IV secretion system protein VirB6","1","1","1.0","NA","NA","","","","1007","1007","1007.0","","LNHIMF_04769","","","","","","","","","","",""
"LNHIMF_04770","cloud","Conjugal transfer protein","1","1","1.0","NA","NA","","","","140","140","140.0","","LNHIMF_04770","","","","","","","","","","",""
"LNHIMF_04771","cloud","Bacterial virulence protein VirB8 domain-containing protein","1","1","1.0","NA","NA","","","","686","686","686.0","","LNHIMF_04771","","","","","","","","","","",""
"LNHIMF_04772","cloud","P-type conjugative transfer protein VirB9","1","1","1.0","NA","NA","","","","893","893","893.0","","LNHIMF_04772","","","","","","","","","","",""
"LNHIMF_04773","cloud","TrbI/VirB10 family protein","1","1","1.0","NA","NA","","","","1196","1196","1196.0","","LNHIMF_04773","","","","","","","","","","",""
"LNHIMF_04774","cloud","P-type DNA transfer ATPase VirB11","1","1","1.0","NA","NA","","","","1049","1049","1049.0","","LNHIMF_04774","","","","","","","","","","",""
