Gene,Non-unique Gene name,Annotation,GCF_000007545.1_ASM754v1_genomic,GCF_000020745.1_ASM2074v1_genomic,GCF_000020885.1_ASM2088v1_genomic,GCF_000020925.1_ASM2092v1_genomic,GCF_000022165.1_ASM2216v1_genomic,GCF_000170215.1_ASM17021v1_genomic,GCF_000170255.1_ASM17025v1_genomic,GCF_000171255.1_ASM17125v1_genomic,GCF_000171275.1_ASM17127v1_genomic,GCF_000171315.1_ASM17131v1_genomic,GCF_000171415.1_ASM17141v1_genomic,GCF_000171515.1_ASM17151v1_genomic,GCF_000171535.2_ASM17153v2_genomic
group_3448,,fimbrial protein,GEGEGB_04891,LNHIMF_04656,BEJGEH_04695,HFCAGB_04829,AJBGEP_04810,ODDLKH_00469,OEKLIE_04579,ALJMDI_04017,PAPNPA_03484,BENMGJ_00735,IKCLMC_03216,PKJKAM_02113,ONMMKP_02188
sthE,;sthE,type 1 fimbrial protein;Putative major fimbrial subunit;fimbrial major subunit SthE,GEGEGB_04889;GEGEGB_04890,LNHIMF_04655,BEJGEH_04694,HFCAGB_04828,AJBGEP_04809,ODDLKH_00468,OEKLIE_04578,ALJMDI_04016,PAPNPA_03483,BENMGJ_00736,IKCLMC_03217,PKJKAM_02114,ONMMKP_02189
group_3447,,Inner membrane protein,GEGEGB_01863,LNHIMF_01194,BEJGEH_01935,HFCAGB_02141,AJBGEP_01159,ODDLKH_01565,OEKLIE_01216,ALJMDI_00436,PAPNPA_00382,BENMGJ_00495,IKCLMC_00804,PKJKAM_00584,ONMMKP_00979
group_3446,,Permease;Integral membrane protein,GEGEGB_02196;GEGEGB_02195,LNHIMF_00938,BEJGEH_00807,HFCAGB_00887,AJBGEP_00831,ODDLKH_01300,OEKLIE_02807,ALJMDI_01149,PAPNPA_03287,BENMGJ_04474,IKCLMC_01401,PKJKAM_01088,ONMMKP_01307
yebB,yebB,YebB family permuted papain-like enzyme,GEGEGB_01048,LNHIMF_01973,BEJGEH_01168,HFCAGB_01319,AJBGEP_01996,ODDLKH_02391,OEKLIE_01035,ALJMDI_00258,PAPNPA_00455,BENMGJ_03803,IKCLMC_04253,PKJKAM_04266,ONMMKP_00133
aroM,aroM,AroM protein,GEGEGB_02610;GEGEGB_02611,LNHIMF_00417,BEJGEH_00399,HFCAGB_00412,AJBGEP_00409,ODDLKH_00877,OEKLIE_02742,ALJMDI_04390,PAPNPA_01963,BENMGJ_04049,IKCLMC_02151,PKJKAM_03353,ONMMKP_01769
group_3444,,ATP-binding cassette domain-containing protein,GEGEGB_03154,LNHIMF_03123,BEJGEH_03091,HFCAGB_03304,AJBGEP_03251,ODDLKH_03511,OEKLIE_04521,ALJMDI_02847,PAPNPA_00183,BENMGJ_02334,IKCLMC_03780,PKJKAM_00313,ONMMKP_03779
speF,;speF,Orn/Lys/Arg decarboxylase N-terminal domain-containing protein;hypothetical protein;Ornithine decarboxylase inducible;ornithine decarboxylase SpeF,GEGEGB_02293;GEGEGB_02294;GEGEGB_02292,LNHIMF_00842,BEJGEH_00714,HFCAGB_00797,AJBGEP_00726,ODDLKH_01195,OEKLIE_02095,ALJMDI_01048,PAPNPA_03195,BENMGJ_04369,IKCLMC_00430,PKJKAM_00400,ONMMKP_01455
group_3443,sthA,fimbrial biogenesis chaperone SthA,GEGEGB_04893,LNHIMF_04658,BEJGEH_04697,HFCAGB_04831,AJBGEP_04812,ODDLKH_00471,OEKLIE_04581,ALJMDI_04019,PAPNPA_03486,BENMGJ_00732,IKCLMC_03214,PKJKAM_02111,ONMMKP_02186
fimH,fimH,type I fimbriae minor fimbrial subunit FimH adhesin,GEGEGB_02439,LNHIMF_00556,BEJGEH_00561,HFCAGB_00576,AJBGEP_00570,ODDLKH_01038,OEKLIE_04169,ALJMDI_00655,PAPNPA_02572,BENMGJ_04212,IKCLMC_02313,PKJKAM_03191,ONMMKP_01607
cysH,cysH,phosphoadenosine phosphosulfate reductase,GEGEGB_02991,LNHIMF_02983,BEJGEH_02944,HFCAGB_03157,AJBGEP_03112,ODDLKH_03372,OEKLIE_01993,ALJMDI_02711,PAPNPA_03047,BENMGJ_02176,IKCLMC_03920,PKJKAM_02430,ONMMKP_03924
dalS,dalS,ABC transporter D-alanine-binding periplasmic protein,GEGEGB_01621,LNHIMF_01693,BEJGEH_01439,HFCAGB_01650;HFCAGB_01651,AJBGEP_01720,ODDLKH_02120,OEKLIE_02270,ALJMDI_03454,PAPNPA_03986,BENMGJ_03529,IKCLMC_04539,PKJKAM_04551,ONMMKP_00409
group_3441,,Dimethyl sulfoxide reductase,GEGEGB_04453,LNHIMF_04395,BEJGEH_04375,HFCAGB_04547,AJBGEP_04520,ODDLKH_00168,OEKLIE_03462,ALJMDI_03755,PAPNPA_02829,BENMGJ_01485,IKCLMC_01116,PKJKAM_01210,ONMMKP_02479
group_3440,,molybdopterin dinucleotide binding domain-containing protein;Anaerobic dimethyl sulfoxide reductase subunit A;Anaerobic dimethyl sulfoxide reductase chain A;hypothetical protein;4Fe-4S Mo/W bis-MGD-type domain-containing protein,GEGEGB_04451;GEGEGB_04450;GEGEGB_04449,LNHIMF_04393,BEJGEH_04373,HFCAGB_04545,AJBGEP_04518,ODDLKH_00166,OEKLIE_03460,ALJMDI_03753,PAPNPA_02827,BENMGJ_01483,IKCLMC_01114,PKJKAM_01212,ONMMKP_02481;ONMMKP_02482;ONMMKP_02483
aroE,aroE,shikimate dehydrogenase,GEGEGB_04337,LNHIMF_03454,BEJGEH_03431,HFCAGB_03637,AJBGEP_03585,ODDLKH_03847,OEKLIE_00180,ALJMDI_00025,PAPNPA_00054,BENMGJ_00066,IKCLMC_00154,PKJKAM_00123,ONMMKP_03437
fimI,fimI,type 1 fimbrial protein subunit FimI,GEGEGB_02442,LNHIMF_00553,BEJGEH_00558,HFCAGB_00573;HFCAGB_00572,AJBGEP_00567,ODDLKH_01035,OEKLIE_04166,ALJMDI_00652,PAPNPA_02569,BENMGJ_04209,IKCLMC_02310,PKJKAM_03194,ONMMKP_01610
yfeJ,yfeJ,Putative glutamine amidotransferase-like protein YfeJ,GEGEGB_00457,LNHIMF_02577,BEJGEH_02465,HFCAGB_02711,AJBGEP_02612,ODDLKH_02947,OEKLIE_03080,ALJMDI_01720,PAPNPA_02036,BENMGJ_01686,IKCLMC_01343,PKJKAM_02828,ONMMKP_04404
group_3438,,Lipase;GDXG family lipase,GEGEGB_03785,LNHIMF_04084,BEJGEH_04091,HFCAGB_04283,AJBGEP_04242,ODDLKH_04490,OEKLIE_03196,ALJMDI_00943,PAPNPA_01280,BENMGJ_01016,IKCLMC_00676,PKJKAM_01453,ONMMKP_02755
group_3437,,HEPN AbiJ-N-terminal domain-containing protein,GEGEGB_04808,LNHIMF_04576,BEJGEH_04617,HFCAGB_04734,AJBGEP_04720,ODDLKH_00379,OEKLIE_03591,ALJMDI_03939,PAPNPA_01477,BENMGJ_01103,IKCLMC_03310,PKJKAM_02202,ONMMKP_02270
group_3435,,Chemotaxis signal transduction protein,GEGEGB_00591,LNHIMF_02453,BEJGEH_02339,HFCAGB_02576,AJBGEP_02485,ODDLKH_02820,OEKLIE_02489,ALJMDI_02057,PAPNPA_04442,BENMGJ_02683,IKCLMC_01684,PKJKAM_02954,ONMMKP_04530
group_3432,,Lipoprotein,GEGEGB_01668,LNHIMF_01734,BEJGEH_01398,HFCAGB_01610,AJBGEP_01759,ODDLKH_02159,OEKLIE_01423,ALJMDI_03494,PAPNPA_04028,BENMGJ_03569,IKCLMC_04499,PKJKAM_04511,ONMMKP_00369
group_3430,,DUF3829 domain-containing protein,GEGEGB_03776,LNHIMF_04092,BEJGEH_04103,HFCAGB_04292,AJBGEP_04251,ODDLKH_04499,OEKLIE_03205,ALJMDI_00951,PAPNPA_01292,BENMGJ_01007,IKCLMC_00685,PKJKAM_01444,ONMMKP_02746
torT,torT,TMAO reductase system periplasmic protein TorT,GEGEGB_03900,LNHIMF_03879,BEJGEH_03881,HFCAGB_04077,AJBGEP_04026,ODDLKH_04283,OEKLIE_02675,ALJMDI_02224,PAPNPA_01075,BENMGJ_03194,IKCLMC_02563,PKJKAM_03535,ONMMKP_03012
ompS1~~~ompC,ompS1;;ompC,porin OmpS1;Porin;Porin OmpC,GEGEGB_00949,LNHIMF_02071,BEJGEH_01071,HFCAGB_01221;HFCAGB_01220,AJBGEP_02096,ODDLKH_02489,OEKLIE_01620,ALJMDI_00034,PAPNPA_00350,BENMGJ_00463,IKCLMC_04156,PKJKAM_04167,ONMMKP_00034
group_3428,adhE;,Aldehyde dehydrogenase;Aldehyde dehydrogenase domain-containing protein,GEGEGB_04824;GEGEGB_04825,LNHIMF_04592,BEJGEH_04633,HFCAGB_04751,AJBGEP_04736,ODDLKH_00395,OEKLIE_03607,ALJMDI_03955,PAPNPA_01493,BENMGJ_01087,IKCLMC_03294,PKJKAM_02186,ONMMKP_02254
nei,nei,endonuclease VIII,GEGEGB_02264,LNHIMF_00868,BEJGEH_00728,HFCAGB_00810,AJBGEP_00752,ODDLKH_01221,OEKLIE_02121,ALJMDI_01074,PAPNPA_03209,BENMGJ_04396,IKCLMC_00404,PKJKAM_00414,ONMMKP_01429
bcsC,;bcsC,cellulose synthase subunit BcsC-related outer membrane protein;cellulose synthase complex outer membrane protein BcsC;tetratricopeptide repeat protein,GEGEGB_04125;GEGEGB_04123;GEGEGB_04124,LNHIMF_03659,BEJGEH_03655,HFCAGB_03859,AJBGEP_03807,ODDLKH_04066,OEKLIE_03990,ALJMDI_02446,PAPNPA_01700,BENMGJ_02975,IKCLMC_02772,PKJKAM_03750,ONMMKP_03228
siiD,;siiD,Type-I secretion protein;SPI-4 type I secretion system protein SiiD,GEGEGB_04401,LNHIMF_04345;LNHIMF_04346,BEJGEH_04322,HFCAGB_04498,AJBGEP_04471,ODDLKH_00119,OEKLIE_03413,ALJMDI_03706,PAPNPA_02780,BENMGJ_01436,IKCLMC_01067,PKJKAM_01259,ONMMKP_02530
group_3427,melB,Permease of the Na+:galactoside symporter family,GEGEGB_03747;GEGEGB_03748,LNHIMF_04120,BEJGEH_04130,HFCAGB_04319,AJBGEP_04278,ODDLKH_04526,OEKLIE_03270,ALJMDI_00979,PAPNPA_01320,BENMGJ_00979,IKCLMC_00712,PKJKAM_01417,ONMMKP_02719
adeP,adeP,Adenine permease AdeP;adenine permease AdeP,GEGEGB_03879,LNHIMF_03901,BEJGEH_03901,HFCAGB_04100,AJBGEP_04056,ODDLKH_04306,OEKLIE_00121,ALJMDI_02203,PAPNPA_00083,BENMGJ_03217,IKCLMC_02536,PKJKAM_03512,ONMMKP_02933
yihP,;yihP,Sodium galactoside symporter;Inner membrane symporter yihP;Major facilitator superfamily (MFS) profile domain-containing protein,GEGEGB_00047,LNHIMF_00044,BEJGEH_00045,HFCAGB_00046;HFCAGB_00045,AJBGEP_00044,ODDLKH_00520,OEKLIE_04630,ALJMDI_04067,PAPNPA_03534,BENMGJ_00683,IKCLMC_03165,PKJKAM_02061,ONMMKP_02138
gabT,gabT;,4-aminobutyrate--2-oxoglutarate transaminase;Gamma-aminobutyrate:alpha-ketoglutarate aminotransferase,GEGEGB_02832,LNHIMF_02827,BEJGEH_02779,HFCAGB_02996;HFCAGB_02997,AJBGEP_02953,ODDLKH_03214,OEKLIE_02551,ALJMDI_01404,PAPNPA_00660,BENMGJ_00647,IKCLMC_04076,PKJKAM_02592,ONMMKP_04084
wcaM,wcaM,colanic acid biosynthesis protein WcaM,GEGEGB_00822,LNHIMF_02246,BEJGEH_02120,HFCAGB_02363,AJBGEP_02263,ODDLKH_02597,OEKLIE_03728,ALJMDI_01848,PAPNPA_04220,BENMGJ_02461,IKCLMC_01902,PKJKAM_04055,ONMMKP_04750
gcvP,gcvP;,aminomethyl-transferring glycine dehydrogenase;glycine dehydrogenase (aminomethyl-transferring),GEGEGB_03128,LNHIMF_03099;LNHIMF_03100,BEJGEH_03068,HFCAGB_03280,AJBGEP_03228,ODDLKH_03488,OEKLIE_01187,ALJMDI_02824,PAPNPA_03169,BENMGJ_02311,IKCLMC_03803,PKJKAM_02311,ONMMKP_03802
mobB,mobB,molybdopterin-guanine dinucleotide biosynthesis protein MobB,GEGEGB_03829,LNHIMF_04042,BEJGEH_04048,HFCAGB_04241,AJBGEP_04200,ODDLKH_04448,OEKLIE_00082,ALJMDI_00901,PAPNPA_01238,BENMGJ_01054,IKCLMC_00633,PKJKAM_01491,ONMMKP_02793
glpD,glpD,glycerol-3-phosphate dehydrogenase,GEGEGB_04216,LNHIMF_03572,BEJGEH_03562,HFCAGB_03766,AJBGEP_03715,ODDLKH_03975,OEKLIE_03898,ALJMDI_02533,PAPNPA_01609,BENMGJ_02883,IKCLMC_02864,PKJKAM_03841,ONMMKP_03319
group_3425,,Transcriptional regulator,GEGEGB_01675,LNHIMF_01741,BEJGEH_01391,HFCAGB_01603,AJBGEP_01766,ODDLKH_02166,OEKLIE_01430,ALJMDI_03501,PAPNPA_04035,BENMGJ_03576,IKCLMC_04492,PKJKAM_04504,ONMMKP_00362
rihC,rihC,ribonucleoside hydrolase RihC,GEGEGB_00056,LNHIMF_00053,BEJGEH_00054,HFCAGB_00055,AJBGEP_00053,ODDLKH_00529,OEKLIE_04639,ALJMDI_04076,PAPNPA_03543,BENMGJ_01659,IKCLMC_03156,PKJKAM_02052,ONMMKP_02129
nrfEF,;nrfEF,Heme lyase CcmF/NrfE family subunit;heme lyase NrfEFG subunit NrfEF,GEGEGB_04423,LNHIMF_04367,BEJGEH_04343,HFCAGB_04519,AJBGEP_04492,ODDLKH_00140,OEKLIE_03434,ALJMDI_03727,PAPNPA_02801,BENMGJ_01457,IKCLMC_01088,PKJKAM_01238,ONMMKP_02509
group_3423,,molybdate ABC transporter substrate-binding protein,GEGEGB_03218,LNHIMF_03191,BEJGEH_03157,HFCAGB_03369,AJBGEP_03318,ODDLKH_03576,OEKLIE_04455,ALJMDI_02915,PAPNPA_02257,BENMGJ_01860,IKCLMC_03715,PKJKAM_01932,ONMMKP_03698
group_3419,,Molybdopterin-containing oxidoreductase catalytic subunit;DMSO reductase,GEGEGB_02377,LNHIMF_00755,BEJGEH_00620,HFCAGB_00701;HFCAGB_00702,AJBGEP_00635,ODDLKH_01102,OEKLIE_04234,ALJMDI_00713,PAPNPA_02639,BENMGJ_04277,IKCLMC_02433,PKJKAM_03072,ONMMKP_01544
group_3418,,Glycoside-pentoside-hexuronide family transporter;glycoside-pentoside-hexuronide family transporter,GEGEGB_03987,LNHIMF_03801,BEJGEH_03796,HFCAGB_03999;HFCAGB_04000,AJBGEP_03947,ODDLKH_04205,OEKLIE_02596,ALJMDI_02309,PAPNPA_00997,BENMGJ_03114,IKCLMC_02633,PKJKAM_03611,ONMMKP_03087
group_3416,,cysteine-S-conjugate beta-lyase,GEGEGB_01556,LNHIMF_01617,BEJGEH_01521,HFCAGB_01728,AJBGEP_01644,ODDLKH_02044,OEKLIE_02194,ALJMDI_03376,PAPNPA_03909,BENMGJ_03453,IKCLMC_04615,PKJKAM_04627,ONMMKP_00489
pepA,;pepA,leucyl aminopeptidase;Cytosol aminopeptidase,GEGEGB_04759,LNHIMF_04554,BEJGEH_04552,HFCAGB_04695,AJBGEP_04689,ODDLKH_00346,OEKLIE_03559,ALJMDI_03905,PAPNPA_01446;PAPNPA_01444,BENMGJ_01131,IKCLMC_03352,PKJKAM_02226,ONMMKP_02313
group_3405,;gtrB,Glycosyltransferase 2-like domain-containing protein;Bactoprenol glucosyl transferase;bactoprenol glucosyl transferase,GEGEGB_02429,LNHIMF_00709,BEJGEH_00571,HFCAGB_00651,AJBGEP_00581,ODDLKH_01048,OEKLIE_04180,ALJMDI_00665,PAPNPA_02583,BENMGJ_04223,IKCLMC_02386,PKJKAM_03126,ONMMKP_01593
group_3401,,Dimethyl sulfoxide reductase subunit H,GEGEGB_01495,LNHIMF_01549,BEJGEH_01590,HFCAGB_01784,AJBGEP_01576,ODDLKH_01976,OEKLIE_00828,ALJMDI_03309,PAPNPA_03835,BENMGJ_03385,IKCLMC_04677,PKJKAM_04694,ONMMKP_00555
group_3399,dsbE,thiol:disulfide interchange protein DsbE,GEGEGB_00663,LNHIMF_02383,BEJGEH_03869,HFCAGB_04065,AJBGEP_02417,ODDLKH_02752,OEKLIE_02663,ALJMDI_01994,PAPNPA_01063,BENMGJ_00033,IKCLMC_02575,PKJKAM_03547,ONMMKP_03024
group_3398,ccmE,cytochrome c maturation protein CcmE,GEGEGB_03911,LNHIMF_03869,BEJGEH_03871,HFCAGB_04067,AJBGEP_04016,ODDLKH_04273,OEKLIE_02665,ALJMDI_02234,PAPNPA_01065,BENMGJ_03184,IKCLMC_02573,PKJKAM_03020,ONMMKP_03022
group_3397,ccmE,cytochrome c maturation protein CcmE,GEGEGB_00661,LNHIMF_02385,BEJGEH_02273,HFCAGB_02510,AJBGEP_02419,ODDLKH_02754,OEKLIE_02422,ALJMDI_01996,PAPNPA_04377,BENMGJ_02617,IKCLMC_01750,PKJKAM_00051,ONMMKP_04596
mdtQ,mdtQ,multidrug resistance outer membrane protein MdtQ,GEGEGB_00731,LNHIMF_02321,BEJGEH_02207,HFCAGB_02440,AJBGEP_02339,ODDLKH_02674,OEKLIE_03805,ALJMDI_01934,PAPNPA_04310,BENMGJ_02538,IKCLMC_01818,PKJKAM_03958,ONMMKP_04666
ydeI,ydeI,YdeI family stress tolerance OB fold protein,GEGEGB_01515,LNHIMF_01568,BEJGEH_01571,HFCAGB_01764,AJBGEP_01596,ODDLKH_01995,OEKLIE_02146,ALJMDI_03328,PAPNPA_03854,BENMGJ_03403,IKCLMC_04658,PKJKAM_04674,ONMMKP_00536
group_3390,,Transposase_31;Transposase;Transposase (putative) YhgA-like domain-containing protein,GEGEGB_02511,LNHIMF_00504,BEJGEH_00488,HFCAGB_00504,AJBGEP_00499,ODDLKH_00967,OEKLIE_04097,ALJMDI_00603,PAPNPA_02502,BENMGJ_04139;BENMGJ_04140,IKCLMC_02242,PKJKAM_03262,ONMMKP_01678
bigA,;bigA,Autotransporter domain-containing protein;Surface-exposed virulence protein;Autotransporter adhesin BigA;autotransporter adhesin BigA;Putative surface-exposed virulence protein;Porin,GEGEGB_04257;GEGEGB_04258,LNHIMF_03531,BEJGEH_03511,HFCAGB_03714,AJBGEP_03662,ODDLKH_03924,OEKLIE_00752,ALJMDI_02574,PAPNPA_01558,BENMGJ_02832,IKCLMC_02914,PKJKAM_03884,ONMMKP_03360
dcp,;dcp,Peptidyl-dipeptidase dcp domain protein;peptidyl-dipeptidase Dcp,GEGEGB_01512,LNHIMF_01565,BEJGEH_01574,HFCAGB_01767,AJBGEP_01593,ODDLKH_01992,OEKLIE_02143,ALJMDI_03325,PAPNPA_03851,BENMGJ_03401,IKCLMC_04661,PKJKAM_04677,ONMMKP_00539
tmcA,;tmcA,Methionine tRNA cytidine acetyltransferase;Putative ATP-dependent acetyltransferase;tRNA cytosine(34) acetyltransferase TmcA,GEGEGB_00408,LNHIMF_02623,BEJGEH_02515;BEJGEH_02514,HFCAGB_02760,AJBGEP_02663,ODDLKH_02996,OEKLIE_03131,ALJMDI_01674,PAPNPA_02083,BENMGJ_01734,IKCLMC_01295,PKJKAM_02781,ONMMKP_04356
group_3378,,Metal-dependent hydrolase;Membrane-bound metal-dependent hydrolases,GEGEGB_02446,LNHIMF_00549,BEJGEH_00554,HFCAGB_00568,AJBGEP_00563,ODDLKH_01031,OEKLIE_04162,ALJMDI_00648,PAPNPA_02565,BENMGJ_04205,IKCLMC_02306,PKJKAM_03198,ONMMKP_01614
sifB,sifB;,SPI-2 type III secretion system effector SifB;hypothetical protein,GEGEGB_01597,LNHIMF_01663,BEJGEH_01474,HFCAGB_01683,AJBGEP_01689,ODDLKH_02089,OEKLIE_02239,ALJMDI_03424,PAPNPA_03953,BENMGJ_03498,IKCLMC_04570,PKJKAM_04582,ONMMKP_00444
dusA,dusA,tRNA dihydrouridine(20/20a) synthase DusA,GEGEGB_04385,LNHIMF_04329,BEJGEH_04306,HFCAGB_04482,AJBGEP_04455,ODDLKH_00103,OEKLIE_03397,ALJMDI_03690,PAPNPA_02764,BENMGJ_01420,IKCLMC_01051,PKJKAM_01275,ONMMKP_02546
yjbF,yjbF,YjbF family lipoprotein,GEGEGB_04365,LNHIMF_04249,BEJGEH_04286,HFCAGB_04462,AJBGEP_04435,ODDLKH_00083,OEKLIE_03377,ALJMDI_03668,PAPNPA_02744,BENMGJ_01401,IKCLMC_01031,PKJKAM_01295,ONMMKP_02565
group_3367,,Nitric oxide reductase,GEGEGB_01218,LNHIMF_01320,BEJGEH_01817,HFCAGB_02022,AJBGEP_01349,ODDLKH_01748,OEKLIE_02978,ALJMDI_03078,PAPNPA_01168,BENMGJ_00855,IKCLMC_04906,PKJKAM_00474,ONMMKP_00862
ssaJ,ssaJ,SPI-2 type III secretion system apparatus lipoprotein SsaJ;EscJ/YscJ/HrcJ family type III secretion inner membrane ring protein SsaJ,GEGEGB_01356,LNHIMF_01460,BEJGEH_01677,HFCAGB_01873,AJBGEP_01490,ODDLKH_01889,OEKLIE_00316,ALJMDI_03220,PAPNPA_00858,BENMGJ_03299,IKCLMC_04766,PKJKAM_00807,ONMMKP_00641
group_3366,dinI,DNA damage-inducible protein I,GEGEGB_01860,LNHIMF_01197,BEJGEH_01932,HFCAGB_02138,AJBGEP_01162,ODDLKH_01568,OEKLIE_01219,ALJMDI_00439,PAPNPA_00385,BENMGJ_00498,IKCLMC_00807,PKJKAM_00581,ONMMKP_00976
arnF,arnF,4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF,GEGEGB_00602,LNHIMF_02442,BEJGEH_02328,HFCAGB_02565,AJBGEP_02474,ODDLKH_02809,OEKLIE_02477,ALJMDI_02046,PAPNPA_04431,BENMGJ_02672,IKCLMC_01695,PKJKAM_02965,ONMMKP_04541
ybiB,ybiB;,DNA-binding protein YbiB;Glycosyl transferase family protein,GEGEGB_02180;GEGEGB_02179,LNHIMF_00952,BEJGEH_00823,HFCAGB_00903,AJBGEP_00849,ODDLKH_01315,OEKLIE_02823,ALJMDI_01163,PAPNPA_03308,BENMGJ_04489,IKCLMC_01423,PKJKAM_01073,ONMMKP_01292
ilvG,ilvG,acetolactate synthase 2 catalytic subunit,GEGEGB_03584,LNHIMF_03950,BEJGEH_03952,HFCAGB_04150,AJBGEP_04106,ODDLKH_04355,OEKLIE_00691,ALJMDI_00804,PAPNPA_00236,BENMGJ_00299,IKCLMC_00537,PKJKAM_01583,ONMMKP_02884
napF,napF,ferredoxin-type protein NapF,GEGEGB_00650,LNHIMF_02396,BEJGEH_02284,HFCAGB_02521,AJBGEP_02430,ODDLKH_02765,OEKLIE_02433,ALJMDI_02007,PAPNPA_04388,BENMGJ_02628,IKCLMC_01739,PKJKAM_03009,ONMMKP_04585
truB,truB,tRNA pseudouridine(55) synthase TruB,GEGEGB_03375,LNHIMF_03334,BEJGEH_03310,HFCAGB_03514,AJBGEP_03462,ODDLKH_03725,OEKLIE_04311,ALJMDI_03062,PAPNPA_02403,BENMGJ_02002,IKCLMC_03567,PKJKAM_01745,ONMMKP_03555
group_3361,,Nickel/cobalt efflux system;nickel/cobalt efflux transporter,GEGEGB_03090;GEGEGB_03089,LNHIMF_03068,BEJGEH_03035,HFCAGB_03247,AJBGEP_03196,ODDLKH_03457,OEKLIE_01155,ALJMDI_02795,PAPNPA_03138,BENMGJ_02270,IKCLMC_03836,PKJKAM_02341,ONMMKP_03834
group_3359,,HTH araC/xylS-type domain-containing protein,GEGEGB_01944,LNHIMF_01115,BEJGEH_00986,HFCAGB_01130,AJBGEP_01080,ODDLKH_01486,OEKLIE_00422,ALJMDI_00357,PAPNPA_00924,BENMGJ_01305,IKCLMC_00578,PKJKAM_00666,ONMMKP_01058
group_3356,,Putative hydrolase;AB hydrolase-1 domain-containing protein;hydrolase,GEGEGB_04275;GEGEGB_04276,LNHIMF_03515,BEJGEH_03492,HFCAGB_03697,AJBGEP_03646,ODDLKH_03908,OEKLIE_00736,ALJMDI_02590,PAPNPA_01542,BENMGJ_02816,IKCLMC_02930,PKJKAM_03900,ONMMKP_03376
group_3350,deoR;,DeoR family transcriptional regulator;Aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,GEGEGB_02846;GEGEGB_02847,LNHIMF_02839,BEJGEH_02791,HFCAGB_03009,AJBGEP_02965,ODDLKH_03226,OEKLIE_02563,ALJMDI_01392,PAPNPA_00672,BENMGJ_00659,IKCLMC_04064,PKJKAM_02580,ONMMKP_04072
group_3346,;proP,Proline/betaine transporter;glycine betaine/L-proline transporter ProP,GEGEGB_04432,LNHIMF_04376,BEJGEH_04353,HFCAGB_04528,AJBGEP_04501,ODDLKH_00149,OEKLIE_03443,ALJMDI_03736,PAPNPA_02810,BENMGJ_01466,IKCLMC_01097,PKJKAM_01229,ONMMKP_02500
chbB,;chbB,hypothetical protein;PTS NN'-diacetylchitobiose transporter subunit IIB,GEGEGB_01264,LNHIMF_01362,BEJGEH_01775,HFCAGB_01973,AJBGEP_01390,ODDLKH_01789,OEKLIE_02937,ALJMDI_03120,PAPNPA_01218,BENMGJ_00896,IKCLMC_04864,PKJKAM_00906,ONMMKP_00820
chbC,;chbC,NN'-diacetylchitobiose-specific PTS system EIIC component;PTS NN'-diacetylchitobiose transporter subunit IIC,GEGEGB_01265,LNHIMF_01363,BEJGEH_01774,HFCAGB_01972,AJBGEP_01391,ODDLKH_01790,OEKLIE_02936,ALJMDI_03121,PAPNPA_01219,BENMGJ_00897,IKCLMC_04863,PKJKAM_00905,ONMMKP_00819
group_3339,,Outer membrane lipoprotein Blc,GEGEGB_04635,LNHIMF_04437,BEJGEH_04415,HFCAGB_04574,AJBGEP_04550,ODDLKH_00210,OEKLIE_00545,ALJMDI_03787,PAPNPA_02870,BENMGJ_00399,IKCLMC_01147,PKJKAM_01181,ONMMKP_02450
oprM~~~mdsC,oprM;;mdsC,Outer membrane protein OprM;Homology to outer membrane efflux protein;multidrug efflux transporter outer membrane subunit MdsC,GEGEGB_02649,LNHIMF_00377,BEJGEH_00358,HFCAGB_00369,AJBGEP_00369,ODDLKH_00837,OEKLIE_02702,ALJMDI_04350,PAPNPA_01923,BENMGJ_04009,IKCLMC_02110,PKJKAM_03393,ONMMKP_01809
sadB,;sadB,DUF3251 domain-containing protein;Inner membrane lipoprotein SadB,GEGEGB_04050,LNHIMF_03733,BEJGEH_03734,HFCAGB_03937,AJBGEP_03885,ODDLKH_04143,OEKLIE_00936,ALJMDI_02368,PAPNPA_01773,BENMGJ_03052,IKCLMC_02694,PKJKAM_03672,ONMMKP_03148
cyaY,cyaY,iron donor protein CyaY,GEGEGB_03538,LNHIMF_03993,BEJGEH_03996,HFCAGB_04189,AJBGEP_04148,ODDLKH_04396,OEKLIE_01309,ALJMDI_00850,PAPNPA_00522,BENMGJ_00573,IKCLMC_00498,PKJKAM_01543,ONMMKP_02845
cysJ,cysJ,NADPH-dependent assimilatory sulfite reductase flavoprotein subunit,GEGEGB_02993,LNHIMF_02985,BEJGEH_02946,HFCAGB_03159,AJBGEP_03114,ODDLKH_03374,OEKLIE_01995,ALJMDI_02713,PAPNPA_03049,BENMGJ_02178,IKCLMC_03918,PKJKAM_02428,ONMMKP_03922
yqjG,;yqjG,GST C-terminal domain-containing protein;Glutathionyl-hydroquinone reductase YqjG,GEGEGB_03319,LNHIMF_03287,BEJGEH_03261,HFCAGB_03465,AJBGEP_03413,ODDLKH_03671,OEKLIE_04360,ALJMDI_03010,PAPNPA_02353,BENMGJ_01955,IKCLMC_03619,PKJKAM_01797,ONMMKP_03602
